I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-204, -185, 19, 195, -112, -82, 24, -2376, -1307, -180, -268, -92, 
-224, -180, 43, 202, -134, -68, -141, -2674, -1576, -209, -292, -112, 
-253, -185, 68, 219, -161, -58, -326, -2962, -1839, -268, -322, -122, 
-263, -190, 73, 226, -168, -58, -531, -3196, -2074, -302, -346, -126, 
-234, -170, 63, 202, -148, -53, -780, -3376, -2274, -331, -346, -107, 
-195, -117, 78, 156, -136, -19, -1068, -3528, -2454, -331, -331, -78, 
-151, -48, 102, 100, -126, 26, -1361, -3635, -2596, -302, -283, -29, 
-73, 34, 107, 19, -90, 70, -1639, -3708, -2708, -263, -229, 29, 
9, 117, 107, -63, -48, 112, -1830, -3708, -2771, -244, -195, 82, 
63, 180, 117, -122, -26, 148, -1893, -3606, -2732, -224, -165, 122, 
126, 244, 117, -185, 4, 180, -1873, -3445, -2640, -204, -122, 165, 
224, 322, 97, -273, 63, 209, -1883, -3289, -2552, -195, -97, 204, 
317, 405, 87, -361, 114, 246, -1849, -3123, -2454, -165, -68, 244, 
375, 492, 117, -434, 129, 305, -1781, -2952, -2337, -112, -19, 302, 
429, 556, 126, -492, 151, 341, -1727, -2776, -2225, -58, 29, 346, 
478, 600, 122, -539, 178, 361, -1678, -2635, -2127, -24, 68, 390, 
468, 614, 146, -541, 161, 380, -1615, -2513, -2059, -4, 87, 419, 
453, 619, 165, -536, 143, 392, -1556, -2425, -2010, 9, 97, 444, 
458, 619, 161, -539, 148, 390, -1537, -2347, -1976, 9, 107, 448, 
434, 595, 161, -514, 136, 378, -1517, -2274, -1937, 0, 97, 439, 
385, 546, 161, -466, 112, 353, -1468, -2147, -1873, -9, 97, 429, 
336, 531, 195, -434, 70, 363, -1371, -2015, -1747, 24, 126, 448, 
258, 556, 297, -407, -19, 427, -1259, -1854, -1600, 82, 190, 497, 
175, 561, 385, -368, -104, 473, -1141, -1683, -1444, 122, 229, 536, 
107, 556, 448, -331, -170, 502, -1019, -1498, -1268, 151, 234, 536, 
68, 556, 488, -312, -209, 522, -897, -1327, -1107, 161, 239, 536, 
53, 536, 483, -295, -214, 509, -800, -1176, -971, 146, 224, 531, 
34, 497, 463, -265, -214, 480, -702, -1024, -854, 117, 185, 478, 
9, 453, 444, -231, -217, 448, -619, -897, -741, 92, 156, 453, 
-9, 414, 424, -202, -217, 419, -541, -800, -649, 78, 131, 424, 
-39, 370, 409, -165, -224, 390, -468, -697, -556, 73, 107, 375, 
-58, 336, 395, -139, -226, 366, -400, -595, -483, 58, 82, 331, 
-78, 302, 380, -112, -229, 341, -336, -512, -405, 43, 53, 283, 
-87, 268, 356, -90, -222, 312, -273, -414, -322, 24, 14, 234, 
-107, 239, 346, -65, -226, 292, -209, -326, -244, 19, -14, 185, 
-122, 219, 341, -48, -231, 280, -156, -239, -170, 24, -29, 170, 
-112, 190, 302, -39, -207, 246, -107, -161, -107, 14, -43, 156, 
-97, 156, 253, -29, -175, 204, -68, -97, -53, 0, -78, 117, 
-87, 122, 209, -17, -148, 165, -29, -39, -9, -4, -102, 87, 
-78, 97, 175, -9, -126, 136, 0, 14, 39, -9, -112, 63, 
-53, 73, 126, -9, -90, 100, 24, 63, 78, -9, -112, 43, 
-48, 43, 92, 2, -70, 68, 58, 117, 112, -14, -122, 24, 
-53, 14, 68, 19, -61, 41, 92, 161, 156, -9, -126, 9, 
-48, -9, 39, 29, -43, 14, 112, 204, 190, -9, -136, 0, 
-29, -19, 9, 24, -19, -4, 117, 209, 200, -24, -141, -14, 
-34, -34, 0, 34, -17, -17, 117, 214, 190, -29, -156, -34, 
-34, -34, 0, 34, -17, -17, 126, 219, 200, -34, -165, -34, 
-34, -34, 0, 34, -17, -17, 126, 229, 204, -43, -175, -34, 
-34, -34, 0, 34, -17, -17, 126, 234, 204, -48, -180, -34, 
-34, -29, 4, 31, -19, -12, 122, 239, 209, -43, -170, -34, 
-34, -34, 0, 34, -17, -17, 122, 239, 219, -39, -180, -34, 
-34, -34, 0, 34, -17, -17, 122, 239, 219, -43, -180, -34, 
-34, -34, 0, 34, -17, -17, 126, 239, 219, -39, -180, -39, 
-34, -29, 4, 31, -19, -12, 117, 239, 219, -43, -180, -43, 
-34, -34, 0, 34, -17, -17, 122, 244, 219, -43, -180, -43, 
-43, -39, 4, 41, -24, -17, 122, 248, 219, -48, -175, -48, 
-43, -39, 4, 41, -24, -17, 122, 248, 219, -48, -175, -48, 
-39, -39, 0, 39, -19, -19, 131, 253, 224, -34, -170, -39, 
-34, -43, -9, 39, -12, -26, 131, 258, 229, -29, -165, -43, 
-29, -43, -14, 36, -7, -29, 131, 258, 234, -29, -161, -43, 
-24, -43, -19, 34, -2, -31, 131, 263, 239, -24, -161, -43, 
-24, -43, -19, 34, -2, -31, 122, 258, 229, -29, -170, -48, 
-19, -43, -24, 31, 2, -34, 122, 258, 229, -34, -170, -53, 
-19, -43, -24, 31, 2, -34, 122, 258, 229, -39, -170, -58, 
-19, -43, -24, 31, 2, -34, 126, 258, 239, -43, -170, -58, 
-19, -48, -29, 34, 4, -39, 136, 273, 248, -39, -180, -48, 
-19, -48, -29, 34, 4, -39, 131, 273, 248, -39, -180, -48, 
-24, -48, -24, 36, 0, -36, 131, 273, 248, -34, -180, -48, 
-24, -48, -24, 36, 0, -36, 126, 273, 248, -34, -175, -53, 
-24, -43, -19, 34, -2, -31, 136, 283, 248, -43, -175, -53, 
-24, -43, -19, 34, -2, -31, 136, 283, 248, -48, -175, -53, 
-34, -43, -9, 39, -12, -26, 141, 287, 253, -48, -170, -48, 
-34, -43, -9, 39, -12, -26, 141, 287, 258, -43, -165, -48, 
-24, -34, -9, 29, -7, -21, 141, 283, 258, -43, -175, -48, 
-24, -43, -19, 34, -2, -31, 141, 283, 258, -43, -180, -53, 
-24, -48, -24, 36, 0, -36, 136, 287, 263, -43, -180, -53, 
-19, -48, -29, 34, 4, -39, 136, 287, 263, -43, -180, -58, 
-29, -58, -29, 43, 0, -43, 146, 297, 273, -43, -175, -58, 
-29, -58, -29, 43, 0, -43, 146, 302, 273, -43, -180, -58, 
-24, -58, -34, 41, 4, -46, 146, 307, 273, -43, -180, -53, 
-24, -53, -29, 39, 2, -41, 146, 307, 278, -43, -180, -53, 
-29, -53, -24, 41, -2, -39, 146, 317, 287, -48, -175, -63, 
-29, -48, -19, 39, -4, -34, 146, 317, 287, -48, -170, -63, 
-39, -48, -9, 43, -14, -29, 146, 322, 292, -43, -170, -58, 
-39, -48, -9, 43, -14, -29, 146, 326, 292, -43, -170, -58, 
-39, -53, -14, 46, -12, -34, 156, 331, 307, -48, -180, -68, 
-34, -58, -24, 46, -4, -41, 156, 341, 312, -53, -185, -63, 
-29, -63, -34, 46, 2, -48, 156, 346, 312, -58, -180, -63, 
-24, -68, -43, 46, 9, -56, 161, 361, 322, -53, -180, -68, 
-14, -68, -53, 41, 19, -61, 165, 370, 336, -53, -185, -78, 
-14, -63, -48, 39, 17, -56, 165, 380, 341, -53, -195, -73, 
-24, -63, -39, 43, 7, -51, 165, 385, 341, -53, -200, -73, 
-29, -73, -43, 51, 7, -58, 165, 390, 341, -53, -204, -73, 
-29, -82, -53, 56, 12, -68, 165, 409, 361, -43, -200, -73, 
-24, -82, -58, 53, 17, -70, 170, 419, 366, -43, -190, -73, 
-19, -73, -53, 46, 17, -63, 175, 434, 370, -48, -185, -73, 
-19, -73, -53, 46, 17, -63, 180, 444, 380, -48, -180, -73, 
-24, -82, -58, 53, 17, -70, 190, 463, 395, -48, -190, -73, 
-24, -78, -53, 51, 14, -65, 190, 478, 405, -39, -185, -68, 
-19, -68, -48, 43, 14, -58, 190, 492, 419, -24, -175, -68, 
-19, -63, -43, 41, 12, -53, 200, 512, 434, -19, -170, -68, 
-29, -63, -34, 46, 2, -48, 224, 541, 444, -34, -175, -68, 
-29, -68, -39, 48, 4, -53, 229, 556, 458, -34, -180, -68, 
-29, -73, -43, 51, 7, -58, 239, 575, 473, -39, -185, -73, 
-24, -73, -48, 48, 12, -61, 248, 595, 492, -43, -190, -73, 
-24, -78, -53, 51, 14, -65, 248, 619, 507, -34, -190, -82, 
-19, -82, -63, 51, 21, -73, 248, 639, 517, -34, -190, -82, 
-19, -82, -63, 51, 21, -73, 263, 649, 527, -34, -190, -82, 
-29, -87, -58, 58, 14, -73, 263, 663, 546, -34, -190, -82, 
-39, -102, -63, 70, 12, -82, 278, 697, 570, -34, -190, -92, 
-39, -102, -63, 70, 12, -82, 283, 717, 585, -34, -190, -92, 
-34, -102, -68, 68, 17, -85, 302, 736, 605, -34, -190, -92, 
-34, -102, -68, 68, 17, -85, 312, 756, 619, -34, -190, -92, 
-24, -102, -78, 63, 26, -90, 326, 785, 644, -39, -200, -92, 
-19, -102, -82, 61, 31, -92, 341, 810, 658, -39, -200, -97, 
-19, -102, -82, 61, 31, -92, 351, 839, 673, -39, -200, -102, 
-14, -107, -92, 61, 39, -100, 356, 854, 683, -39, -204, -107, 
-24, -107, -82, 65, 29, -95, 370, 878, 702, -29, -204, -107, 
-24, -107, -82, 65, 29, -95, 385, 893, 717, -29, -204, -107, 
-24, -112, -87, 68, 31, -100, 395, 907, 736, -29, -204, -107, 
-24, -112, -87, 68, 31, -100, 409, 917, 756, -34, -204, -107, 
-24, -122, -97, 73, 36, -109, 419, 922, 756, -43, -209, -112, 
-24, -122, -97, 73, 36, -109, 424, 936, 771, -29, -209, -117, 
-24, -122, -97, 73, 36, -109, 434, 951, 775, -29, -209, -122, 
-29, -122, -92, 75, 31, -107, 439, 961, 775, -34, -214, -126, 
-39, -122, -82, 80, 21, -102, 444, 961, 785, -34, -209, -131, 
-39, -126, -87, 82, 24, -107, 453, 966, 795, -34, -209, -131, 
-39, -126, -87, 82, 24, -107, 463, 976, 800, -34, -209, -131, 
-34, -126, -92, 80, 29, -109, 473, 980, 810, -34, -209, -131, 
-34, -131, -97, 82, 31, -114, 473, 980, 810, -48, -209, -126, 
-39, -131, -92, 85, 26, -112, 473, 976, 805, -53, -214, -131, 
-39, -131, -92, 85, 26, -112, 468, 966, 795, -58, -219, -136, 
-34, -131, -97, 82, 31, -114, 473, 961, 790, -63, -229, -136, 
-43, -141, -97, 92, 26, -119, 473, 951, 785, -63, -234, -136, 
-48, -141, -92, 95, 21, -117, 468, 941, 780, -63, -239, -141, 
-48, -141, -92, 95, 21, -117, 463, 932, 766, -68, -244, -141, 
-48, -141, -92, 95, 21, -117, 458, 922, 751, -68, -244, -141, 
-39, -141, -102, 90, 31, -122, 444, 888, 732, -87, -244, -151, 
-43, -141, -97, 92, 26, -119, 439, 863, 712, -87, -244, -146, 
-43, -141, -97, 92, 26, -119, 434, 829, 697, -78, -239, -146, 
-39, -136, -97, 87, 29, -117, 424, 785, 663, -78, -239, -146, 
-43, -126, -82, 85, 19, -104, 405, 746, 639, -73, -239, -146, 
-43, -126, -82, 85, 19, -104, 390, 707, 605, -73, -244, -141, 
-43, -126, -82, 85, 19, -104, 370, 673, 570, -73, -248, -136, 
-39, -126, -87, 82, 24, -107, 351, 629, 536, -78, -253, -136, 
-29, -112, -82, 70, 26, -97, 326, 580, 497, -68, -244, -136, 
-24, -107, -82, 65, 29, -95, 312, 536, 463, -68, -234, -136, 
-19, -102, -82, 61, 31, -92, 292, 492, 434, -68, -234, -136, 
-19, -97, -78, 58, 29, -87, 268, 453, 395, -73, -239, -136, 
-29, -102, -73, 65, 21, -87, 248, 419, 370, -82, -229, -126, 
-29, -102, -73, 65, 21, -87, 234, 380, 341, -82, -229, -122, 
-29, -107, -78, 68, 24, -92, 219, 346, 307, -82, -224, -122, 
-19, -102, -82, 61, 31, -92, 200, 312, 278, -82, -219, -122, 
-19, -97, -78, 58, 29, -87, 151, 283, 244, -92, -214, -112, 
-19, -92, -73, 56, 26, -82, 131, 248, 229, -82, -195, -97, 
-19, -97, -78, 58, 29, -87, 117, 219, 195, -82, -195, -97, 
-19, -102, -82, 61, 31, -92, 102, 195, 165, -92, -200, -102, 
-9, -87, -78, 48, 34, -82, 78, 165, 156, -97, -204, -97, 
-9, -73, -63, 41, 26, -68, 68, 156, 141, -92, -200, -92, 
-9, -68, -58, 39, 24, -63, 68, 146, 136, -87, -195, -87, 
-9, -63, -53, 36, 21, -58, 68, 136, 131, -82, -190, -82, 
-9, -58, -48, 34, 19, -53, 68, 126, 126, -78, -185, -78, 
-24, -68, -43, 46, 9, -56, 53, 112, 102, -87, -190, -73, 
-29, -68, -39, 48, 4, -53, 48, 97, 92, -87, -190, -68, 
-19, -63, -43, 41, 12, -53, 39, 82, 82, -87, -190, -63, 
-34, -63, -29, 48, -2, -46, 34, 68, 73, -87, -185, -58, 
-43, -53, -9, 48, -17, -31, 34, 53, 68, -82, -185, -68, 
-53, -53, 0, 53, -26, -26, 34, 48, 68, -82, -185, -68, 
-53, -53, 0, 53, -26, -26, 29, 43, 63, -87, -185, -68, 
-53, -53, 0, 53, -26, -26, 24, 34, 58, -87, -185, -68, 
-43, -63, -19, 53, -12, -41, 14, 29, 48, -92, -195, -78, 
-43, -58, -14, 51, -14, -36, 4, 24, 39, -82, -190, -78, 
-43, -43, 0, 43, -21, -21, -4, 19, 34, -78, -190, -78, 
-53, -43, 9, 48, -31, -17, -14, 9, 24, -78, -185, -78, 
-48, -43, 4, 46, -26, -19, -14, 0, 29, -87, -195, -87, 
-48, -43, 4, 46, -26, -19, -14, 0, 29, -87, -200, -87, 
-43, -43, 0, 43, -21, -21, -19, -4, 24, -87, -204, -87, 
-34, -39, -4, 36, -14, -21, -24, -4, 19, -92, -204, -87, 
-19, -39, -19, 29, 0, -29, -24, 9, 29, -87, -190, -78, 
-19, -39, -19, 29, 0, -29, -19, 14, 29, -87, -190, -78, 
-19, -39, -19, 29, 0, -29, -14, 19, 29, -87, -190, -78, 
-14, -34, -19, 24, 2, -26, -9, 24, 29, -87, -190, -73, 
-14, -19, -4, 17, -4, -12, -9, 29, 43, -82, -185, -58, 
-14, -14, 0, 14, -7, -7, -4, 29, 43, -78, -180, -58, 
-9, -14, -4, 12, -2, -9, 0, 29, 43, -68, -165, -58, 
-9, -14, -4, 12, -2, -9, 9, 29, 43, -63, -161, -58, 
-14, -19, -4, 17, -4, -12, 4, 24, 34, -73, -180, -68, 
-14, -19, -4, 17, -4, -12, 4, 34, 48, -82, -185, -68, 
-14, -14, 0, 14, -7, -7, 9, 39, 53, -92, -195, -73, 
-14, -19, -4, 17, -4, -12, 9, 39, 53, -97, -204, -78, 
-14, -19, -4, 17, -4, -12, 4, 24, 39, -92, -190, -63, 
-14, -19, -4, 17, -4, -12, 0, 24, 34, -87, -190, -63, 
-14, -14, 0, 14, -7, -7, -9, 24, 34, -82, -185, -58, 
-14, -14, 0, 14, -7, -7, -14, 24, 34, -73, -175, -53, 
-14, -29, -14, 21, 0, -21, -14, 24, 34, -68, -185, -58, 
-14, -29, -14, 21, 0, -21, -14, 29, 34, -63, -185, -63, 
-9, -29, -19, 19, 4, -24, -14, 29, 34, -58, -185, -63, 
-9, -29, -19, 19, 4, -24, -9, 29, 39, -53, -185, -63, 
-4, -29, -24, 17, 9, -26, -9, 39, 39, -63, -170, -63, 
0, -24, -24, 12, 12, -24, -14, 39, 39, -63, -170, -73, 
4, -24, -29, 9, 17, -26, -14, 39, 39, -58, -165, -73, 
4, -24, -29, 9, 17, -26, -14, 39, 39, -58, -161, -73, 
-4, -34, -29, 19, 12, -31, -4, 39, 43, -68, -170, -73, 
0, -34, -34, 17, 17, -34, -4, 39, 43, -73, -170, -73, 
0, -34, -34, 17, 17, -34, -4, 39, 43, -73, -165, -73, 
0, -34, -34, 17, 17, -34, 4, 43, 43, -73, -165, -73, 
0, -43, -43, 21, 21, -43, 4, 53, 53, -82, -180, -82, 
0, -43, -43, 21, 21, -43, 4, 53, 53, -82, -180, -92, 
0, -43, -43, 21, 21, -43, 4, 53, 48, -82, -180, -92, 
0, -43, -43, 21, 21, -43, 4, 53, 48, -82, -180, -92, 
0, -43, -43, 21, 21, -43, 4, 53, 53, -87, -190, -97, 
0, -43, -43, 21, 21, -43, 4, 53, 53, -92, -195, -97, 
0, -43, -43, 21, 21, -43, 4, 53, 53, -97, -195, -97, 
0, -43, -43, 21, 21, -43, 9, 53, 53, -92, -195, -97, 
0, -43, -43, 21, 21, -43, 9, 53, 48, -82, -185, -92, 
0, -39, -39, 19, 19, -39, 9, 53, 48, -87, -185, -87, 
-4, -39, -34, 21, 14, -36, 9, 58, 48, -87, -185, -82, 
-4, -39, -34, 21, 14, -36, 9, 58, 48, -87, -185, -78, 
-14, -43, -29, 29, 7, -36, 19, 58, 58, -87, -180, -82, 
-14, -48, -34, 31, 9, -41, 14, 58, 58, -82, -180, -82, 
-9, -53, -43, 31, 17, -48, 14, 58, 58, -78, -180, -78, 
-9, -58, -48, 34, 19, -53, 19, 58, 58, -73, -175, -78, 
0, -53, -53, 26, 26, -53, 14, 58, 48, -73, -165, -87, 
0, -53, -53, 26, 26, -53, 14, 58, 53, -73, -165, -87, 
0, -48, -48, 24, 24, -48, 9, 58, 53, -73, -165, -87, 
0, -43, -43, 21, 21, -43, 4, 58, 53, -73, -165, -87, 
0, -43, -43, 21, 21, -43, 14, 68, 63, -63, -165, -82, 
0, -43, -43, 21, 21, -43, 14, 68, 58, -63, -165, -78, 
0, -43, -43, 21, 21, -43, 14, 68, 58, -63, -165, -73, 
-4, -43, -39, 24, 17, -41, 14, 73, 58, -63, -165, -68, 
4, -43, -48, 19, 26, -46, 14, 73, 58, -73, -195, -78, 
4, -43, -48, 19, 26, -46, 14, 63, 53, -102, -204, -87, 
-4, -43, -39, 24, 17, -41, 19, 73, 58, -97, -195, -87, 
-9, -43, -34, 26, 12, -39, 34, 97, 78, -73, -165, -68, 
-4, -29, -24, 17, 9, -26, 39, 131, 102, -63, -156, -68, 
-4, -29, -24, 17, 9, -26, 43, 180, 126, -68, -170, -87, 
14, -48, -63, 17, 39, -56, 63, 268, 165, -68, -175, -97, 
34, -48, -82, 7, 58, -65, 117, 414, 253, -53, -180, -87, 
48, -24, -73, -12, 61, -48, 165, 595, 390, -34, -165, -68, 
63, 9, -53, -36, 58, -21, 200, 741, 488, -14, -156, -58, 
82, 14, -68, -48, 75, -26, 219, 761, 531, -9, -146, -53, 
92, 14, -78, -53, 85, -31, 248, 727, 527, -19, -146, -53, 
82, 19, -63, -51, 73, -21, 283, 639, 483, -24, -141, -48, 
58, 24, -34, -41, 46, -4, 312, 434, 390, -43, -126, -39, 
29, 4, -24, -17, 26, -9, 302, 53, 209, -53, -126, -29, 
0, -39, -39, 19, 19, -39, 283, -361, 0, -53, -136, -43, 
-19, -63, -43, 41, 12, -53, 244, -732, -190, -53, -161, -78, 
-19, -82, -63, 51, 21, -73, 161, -1068, -419, -68, -185, -97, 
-43, -112, -68, 78, 12, -90, 58, -1410, -649, -97, -200, -97, 
-78, -117, -39, 97, -19, -78, 24, -1678, -810, -117, -204, -87, 
-97, -97, 0, 97, -48, -48, 43, -1908, -956, -122, -190, -92, 
-126, -92, 34, 109, -80, -29, 24, -2127, -1127, -131, -195, -92, 
-165, -97, 68, 131, -117, -14, -82, -2366, -1351, -151, -195, -92, 
-195, -92, 102, 143, -148, 4, -239, -2640, -1586, -165, -209, -87, 
-195, -82, 112, 139, -153, 14, -400, -2869, -1815, -185, -219, -87, 
-195, -68, 126, 131, -161, 29, -590, -3040, -1995, -204, -224, -87, 
-170, -19, 151, 95, -161, 65, -814, -3176, -2147, -185, -195, -58, 
-122, 63, 185, 29, -153, 124, -1083, -3328, -2318, -165, -161, -9, 
-48, 136, 185, -43, -117, 161, -1390, -3474, -2488, -156, -117, 34, 
34, 200, 165, -117, -65, 183, -1639, -3557, -2615, -156, -78, 73, 
87, 253, 165, -170, -39, 209, -1756, -3494, -2630, -146, -43, 126, 
117, 283, 165, -200, -24, 224, -1776, -3328, -2562, -146, -29, 156, 
190, 346, 156, -268, 17, 251, -1790, -3172, -2483, -146, -9, 185, 
287, 434, 146, -361, 70, 290, -1781, -3020, -2396, -122, 29, 244, 
351, 517, 165, -434, 92, 341, -1727, -2845, -2283, -78, 78, 297, 
400, 590, 190, -495, 104, 390, -1678, -2684, -2176, -34, 126, 341, 
439, 653, 214, -546, 112, 434, -1654, -2532, -2078, 34, 185, 400, 
463, 697, 234, -580, 114, 466, -1615, -2425, -2010, 68, 224, 453, 
448, 707, 258, -578, 95, 483, -1566, -2357, -1976, 58, 224, 478, 
414, 692, 278, -553, 68, 485, -1546, -2313, -1976, 19, 204, 478, 
385, 683, 297, -534, 43, 490, -1517, -2235, -1942, 9, 204, 488, 
326, 649, 322, -488, 2, 485, -1439, -2103, -1844, 24, 214, 497, 
248, 614, 366, -431, -58, 490, -1327, -1932, -1698, 73, 248, 517, 
156, 590, 434, -373, -139, 512, -1200, -1751, -1542, 102, 268, 527, 
78, 575, 497, -326, -209, 536, -1068, -1566, -1376, 112, 263, 527, 
48, 566, 517, -307, -234, 541, -946, -1376, -1195, 122, 258, 517, 
43, 536, 492, -290, -224, 514, -849, -1205, -1049, 126, 253, 483, 
14, 488, 473, -251, -229, 480, -751, -1063, -912, 107, 214, 429, 
-29, 434, 463, -202, -246, 448, -658, -927, -790, 63, 165, 375, 
-48, 414, 463, -183, -256, 439, -580, -829, -697, 39, 141, 336, 
-58, 380, 439, -161, -248, 409, -517, -736, -614, 24, 117, 297, 
-68, 326, 395, -129, -231, 361, -439, -624, -522, 29, 82, 253, 
-78, 283, 361, -102, -219, 322, -356, -512, -434, 34, 53, 214, 
-78, 248, 326, -85, -202, 287, -302, -414, -361, 14, 24, 175, 
-78, 229, 307, -75, -192, 268, -239, -326, -283, 0, 14, 146, 
-102, 200, 302, -48, -202, 251, -175, -248, -200, 4, 0, 122, 
-112, 161, 273, -24, -192, 217, -136, -180, -146, 4, -14, 97, 
-97, 136, 234, -19, -165, 185, -107, -117, -92, -19, -39, 68, 
-78, 112, 190, -17, -134, 151, -68, -58, -48, -43, -73, 39, 
-68, 87, 156, -9, -112, 122, -29, -4, 0, -48, -82, 14, 
-63, 53, 117, 4, -90, 85, 4, 53, 48, -39, -82, 4, 
-58, 4, 63, 26, -61, 34, 29, 107, 92, -34, -112, -24, 
-43, -34, 9, 39, -26, -12, 53, 151, 117, -48, -146, -68, 
-39, -68, -29, 53, -4, -48, 73, 185, 151, -68, -165, -97, 
-29, -78, -48, 53, 9, -63, 87, 209, 161, -82, -161, -102, 
-34, -82, -48, 58, 7, -65, 87, 214, 161, -73, -170, -102, 
-34, -82, -48, 58, 7, -65, 97, 219, 170, -73, -175, -102, 
-34, -82, -48, 58, 7, -65, 97, 229, 175, -78, -180, -102, 
-34, -82, -48, 58, 7, -65, 97, 234, 175, -78, -180, -102, 
-34, -87, -53, 61, 9, -70, 112, 229, 170, -73, -165, -112, 
-34, -92, -58, 63, 12, -75, 112, 229, 180, -68, -170, -112, 
-34, -92, -58, 63, 12, -75, 112, 229, 180, -73, -165, -112, 
-34, -92, -58, 63, 12, -75, 117, 229, 180, -68, -161, -117, 
-34, -102, -68, 68, 17, -85, 112, 229, 180, -73, -170, -112, 
-34, -112, -78, 73, 21, -95, 112, 234, 180, -73, -170, -112, 
-43, -122, -78, 82, 17, -100, 107, 239, 180, -78, -165, -117, 
-43, -126, -82, 85, 19, -104, 102, 239, 180, -78, -165, -117, 
-53, -126, -73, 90, 9, -100, 107, 244, 185, -68, -175, -117, 
-53, -131, -78, 92, 12, -104, 112, 248, 190, -68, -175, -122, 
-53, -131, -78, 92, 12, -104, 117, 248, 195, -73, -175, -122, 
-53, -131, -78, 92, 12, -104, 122, 253, 200, -73, -180, -122, 
-53, -126, -73, 90, 9, -100, 122, 258, 200, -87, -185, -131, 
-48, -122, -73, 85, 12, -97, 122, 258, 200, -92, -190, -131, 
-48, -117, -68, 82, 9, -92, 122, 258, 200, -97, -195, -131, 
-48, -112, -63, 80, 7, -87, 126, 258, 209, -102, -200, -126, 
-58, -122, -63, 90, 2, -92, 126, 263, 209, -107, -209, -117, 
-58, -126, -68, 92, 4, -97, 122, 263, 209, -107, -209, -117, 
-63, -131, -68, 97, 2, -100, 122, 263, 209, -102, -209, -117, 
-63, -136, -73, 100, 4, -104, 117, 263, 209, -102, -204, -122, 
-53, -141, -87, 97, 17, -114, 117, 263, 200, -87, -200, -126, 
-53, -141, -87, 97, 17, -114, 117, 263, 200, -87, -195, -131, 
-63, -141, -78, 102, 7, -109, 122, 268, 204, -82, -185, -131, 
-63, -141, -78, 102, 7, -109, 122, 268, 209, -73, -175, -136, 
-58, -136, -78, 97, 9, -107, 112, 273, 209, -82, -175, -131, 
-53, -141, -87, 97, 17, -114, 112, 273, 209, -82, -180, -131, 
-48, -141, -92, 95, 21, -117, 107, 278, 214, -82, -180, -126, 
-39, -136, -97, 87, 29, -117, 107, 278, 214, -82, -180, -126, 
-48, -126, -78, 87, 14, -102, 117, 278, 224, -73, -180, -122, 
-48, -126, -78, 87, 14, -102, 117, 283, 224, -73, -180, -117, 
-43, -126, -82, 85, 19, -104, 117, 287, 224, -73, -175, -107, 
-43, -122, -78, 82, 17, -100, 117, 287, 229, -73, -170, -102, 
-43, -122, -78, 82, 17, -100, 126, 297, 234, -78, -156, -112, 
-48, -117, -68, 82, 9, -92, 126, 297, 239, -78, -151, -112, 
-63, -117, -53, 90, -4, -85, 126, 302, 248, -73, -151, -107, 
-68, -117, -48, 92, -9, -82, 126, 307, 253, -73, -151, -107, 
-73, -117, -43, 95, -14, -80, 117, 297, 248, -68, -141, -97, 
-73, -117, -43, 95, -14, -80, 117, 302, 253, -63, -136, -92, 
-73, -117, -43, 95, -14, -80, 117, 302, 253, -58, -122, -92, 
-73, -117, -43, 95, -14, -80, 122, 312, 263, -43, -112, -97, 
-58, -107, -48, 82, -4, -78, 117, 326, 278, -39, -126, -97, 
-53, -102, -48, 78, -2, -75, 117, 331, 283, -43, -136, -92, 
-58, -102, -43, 80, -7, -73, 117, 331, 283, -48, -141, -92, 
-58, -112, -53, 85, -2, -82, 117, 331, 283, -53, -146, -92, 
-58, -102, -43, 80, -7, -73, 117, 351, 297, -53, -161, -102, 
-53, -102, -48, 78, -2, -75, 122, 361, 307, -53, -161, -102, 
-48, -92, -43, 70, -2, -68, 126, 375, 317, -58, -165, -102, 
-48, -92, -43, 70, -2, -68, 131, 385, 331, -58, -170, -102, 
-39, -92, -53, 65, 7, -73, 146, 414, 341, -48, -165, -92, 
-34, -87, -53, 61, 9, -70, 151, 429, 356, -39, -156, -87, 
-24, -78, -53, 51, 14, -65, 156, 444, 375, -24, -141, -87, 
-19, -73, -53, 46, 17, -63, 170, 463, 395, -19, -131, -87, 
-29, -68, -39, 48, 4, -53, 175, 483, 405, -9, -122, -78, 
-29, -68, -39, 48, 4, -53, 180, 497, 419, -4, -122, -78, 
-29, -68, -39, 48, 4, -53, 190, 517, 434, -4, -122, -82, 
-24, -63, -39, 43, 7, -51, 200, 536, 453, -4, -122, -82, 
-14, -68, -53, 41, 19, -61, 209, 561, 468, -9, -131, -92, 
-9, -73, -63, 41, 26, -68, 209, 580, 478, -14, -131, -92, 
-9, -73, -63, 41, 26, -68, 224, 590, 488, -19, -131, -92, 
-19, -78, -58, 48, 19, -68, 224, 605, 507, -24, -131, -92, 
-19, -82, -63, 51, 21, -73, 239, 629, 522, -24, -136, -102, 
-19, -82, -63, 51, 21, -73, 244, 649, 536, -24, -141, -102, 
-14, -82, -68, 48, 26, -75, 263, 668, 556, -24, -146, -102, 
-14, -82, -68, 48, 26, -75, 273, 688, 570, -24, -151, -102, 
-19, -82, -63, 51, 21, -73, 278, 712, 595, -34, -161, -97, 
-19, -82, -63, 51, 21, -73, 292, 732, 610, -39, -161, -97, 
